,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,7,16,35,64,97,136,190,243,310,382,1481
1,V2,6,17,32,64,99,133,188,248,304,384,1476
2,V3,4,12,32,58,92,136,184,241,306,376,1442
