,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,13,20,56,62,147,125,262,203,427,1319,6(2).6(2).6(2)
1,V2,4,8,32,44,104,94,220,176,340,254,1277,6(2).6(2).6(2).6(2).12(2).12(2)
2,V3,6,12,36,42,108,98,210,168,354,266,1301,6(2).6(2).6(2).6(2).6(2).6(2).8.8.8.8.8.8.12(2).12(2).12(2)
