,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0,0.0,0.25,"0, 0, 1/4",2 a,32,6
1,V2,3,0.3333,0.6667,0.25,"1/3, 2/3, 1/4",2 c,32,6
2,V3,3,0.1111,0.3889,0.9167,"x, y, z",12 i,1,1
3,V4,6,0.3333,0.6667,0.75,"1/3, 2/3, 3/4",2 d,32,6
4,V5,6,0.1667,0.8333,0.25,"x, 1-x, 1/4",6 h,2,2
