,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,22,26,93,76,216,148,384,244,600,1814
1,V2,8,12,52,50,152,110,296,194,488,302,1665
