,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0,0.144,0.0,"0, y, 0",18 f,2,2
1,V2,3,0.0,0.2879,0.0,"0, y, 0",18 f,2,2
2,V3,3,0.0631,0.4441,0.037,"x, y, z",36 i,1,1
3,V4,4,0.0,0.144,0.4432,"x, y, z",36 i,1,1
