,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.2938,0.2938,"0, y, y",24 h,mm2
1,E2,0.0251,0.251,0.2865,"x, y, z",96 l,1
2,E3,0.0,0.2552,0.3792,"0, y, z",48 j,m
3,E4,0.0,0.2437,0.2437,"0, y, y",24 h,mm2
4,E5,0.0913,0.2235,0.2235,"x, y, y",48 k,m
5,E6,0.0354,0.25,0.4646,"x, 1/4, 1/2-x",48 l,2
6,E7,0.1678,0.1678,0.2032,"x, x, z",48 k,m
