,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,12,0.5,0.5,0.5,"1/2, 1/2, 1/2",1 b,m-3m,48
1,V2,3,0.307,0.307,0.5,"x, x, 1/2",12 j,mm2,4
2,V3,8,0.0,0.5,0.5,"0, 1/2, 1/2",3 c,4/mmm,16
