,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,13,28,53,85,121,168,221,275,346,1317,3.3.3.3.3.3.6.9(4).9(11).9(11).9(11).9(15).9(19).*.*
