,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,24,62,132,254,384,650,792,1022,1380,1646,6347
1,V2,12,32,126,188,330,512,696,1010,1236,1490,5633
2,V3,12,55,129,239,376,543,800,1056,1314,1639,6164
