,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,8,0.0,0.0,0.0,"0, 0, 0",1 a,6/mmm,24
1,V2,3,0.3333,0.6667,0.0,"1/3, 2/3, 0",2 c,-6m2,12
