,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0,0.5785,0.25,"0, y, 1/4",2 e,2,2
1,V2,3,0.0597,0.3722,0.126,"x, y, z",4 g,1,1
2,V3,6,0.1136,0.1604,0.0125,"x, y, z",4 g,1,1
3,V4,7,0.303,0.0458,0.6166,"x, y, z",4 g,1,1
4,V5,7,0.0,0.1833,0.75,"0, y, 1/4",2 e,2,2
5,V6,8,0.1894,0.0229,0.3541,"x, y, z",4 g,1,1
