,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.1927,0.2591,"0, y, z",24 k,m
1,E2,0.0242,0.2038,0.2994,"x, y, z",48 l,1
2,E3,0.086,0.1844,0.23,"x, y, z",48 l,1
3,E4,0.0,0.2278,0.3864,"0, y, z",24 k,m
4,E5,0.1623,0.1499,0.1885,"x, y, z",48 l,1
5,E6,0.0335,0.25,0.4665,"x, 1/4, 1/2-x",24 j,2
