,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.5,0.5,"0, 1/2, 1/2",9 d,2/m
1,E2,0.0,0.4163,0.0,"0, y, 0",18 f,2
2,E3,0.0415,0.3748,0.6667,"x, 1/3+x, 2/3",18 g,2
3,E4,0.0415,0.3748,0.1667,"x, 1/3+x, 2/3",18 g,2
