,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.191,0.092,0.191,"x, y, z",96 h,1,1
1,V2,4,0.3255,0.059,0.2123,"x, y, z",96 h,1,1
