,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.0,0.0,"0, 0, 0",4 a,2/m,4
1,V2,4,0.25,0.25,0.25,"1/4, 1/4, 1/4",4 d,2/m,4
