,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,5,14,30,50,80,118,167,216,271,330,1282
1,V2,7,16,30,50,84,124,165,212,277,338,1304
