,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.1464,0.5,"0, y, 1/2",12 h,mm2,4
1,V2,4,0.0,0.1464,0.2929,"0, y, z",24 k,m,2
