,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.25,0.375,"0, 1/4, 3/8",4 b,-4m2
1,E2,0.25,0.25,0.25,"1/4, 1/4, 1/4",8 d,2/m
2,E3,0.0,0.75,0.308,"0, 3/4, z",8 e,mm2
