,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,6,6,66,36,174,84,414,164,666,252,1869
1,V2,16,12,64,36,208,92,400,162,704,260,1955
2,V3,3,30,19,106,55,280,119,506,199,840,2158
