,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.9332,0.0668,0.224,"x, 1-x, z",18 h,m
1,E2,0.0335,0.3668,0.1667,"x, 1/3+x, 1/6",18 g,2
2,E3,0.1667,0.3333,0.3333,"1/6, 1/3, 1/3",9 e,2/m
