,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.0731,0.5,"0, y, 1/2",12 h,mm2,4
1,V2,3,0.0732,0.4268,0.25,"x, 1/2-x , 1/4",24 j,2,2
2,V3,3,0.25,0.25,0.25,"1/4, 1/4, 1/4",8 e,32,6
