,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.1509,0.2995,0.2995,"x, y, y",48 k,m
1,E2,0.1105,0.2095,0.3087,"x, y, z",96 l,1
2,E3,0.0,0.1691,0.2682,"0, y, z",48 j,m
3,E4,0.1196,0.1196,0.2682,"x, x, z",48 k,m
4,E5,0.0701,0.2187,0.2187,"x, y, y",48 k,m
