,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,24,32,150,164,360,422,672,764,1110,1208,4907
1,V2,3,46,80,217,268,473,568,839,958,1317,4770
