,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.0,0.0,"x, 0, z",2 a,m
1,E2,0.9283,0.167,0.824,"x, y, z",4 b,1
2,E3,0.037,0.1529,0.2092,"x, y, z",4 b,1
3,E4,0.1192,0.1032,0.9036,"x, y, z",4 b,1
4,E5,0.9653,0.2167,0.5333,"x, y, z",4 b,1
5,E6,0.7153,0.264,0.5333,"x, y, z",4 b,1
6,E7,0.7975,0.3138,0.7276,"x, y, z",4 b,1
7,E8,0.1562,0.1529,0.6128,"x, y, z",4 b,1
8,E9,0.2383,0.0,0.8072,"x, 0, z",2 a,m
