,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.0,0.0,0.1036,"0, 0, z",2 g,4mm,8
1,V2,5,0.0,0.0,0.3964,"0, 0, z",2 g,4mm,8
2,V3,5,0.0,0.1847,0.25,"0, y, z",8 s,m,2
3,V4,3,0.0,0.3694,0.3964,"0, y, z",8 s,m,2
