,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.1667,0.1667,0.0,"x, x, 0",4 j,mm2,4
1,V2,4,0.1667,0.5,0.0,"x, 1/2, 0",4 n,mm2,4
