,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.3227,0.1454,0.5,"x, y, 1/2",24 k,m,2
1,V2,6,0.3528,0.1472,0.75,"x, 1/22-x, 3/4",24 j,2,2
