,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.6667,0.3333,0.1303,"2/3, 1/3, z",4 f,3m,6
1,V2,4,0.3333,0.6667,0.0132,"1/3, 2/3, z",4 f,3m,6
2,V3,3,0.5391,0.0782,0.1782,"x, 2x, z",12 k,m,2
3,V4,4,0.1771,0.5885,0.1304,"2y, y, z",12 k,m,2
