,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.5,0.5,0.0,"1/2, 1/2, 0",2 d,-1
1,E2,0.6348,0.6453,0.045,"x, y, z",4 e,1
2,E3,0.6348,0.7003,0.295,"x, y, z",4 e,1
3,E4,0.2752,0.5676,0.2341,"x, y, z",4 e,1
4,E5,0.0765,0.1174,0.4025,"x, y, z",4 e,1
5,E6,0.1405,0.0777,0.6891,"x, y, z",4 e,1
6,E7,0.0,0.5,0.5,"0, 1/2, 1/2",2 a,-1
