,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,24,18,216,74,648,170,1320,306,2232,482,5491
1,V2,12,6,108,50,504,138,1128,266,1992,434,4639
2,V3,3,50,27,303,96,812,204,1556,352,2540,5944
