,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,12,32,58,96,130,168,238,300,354,1393,8(2).8(2).8(8).8(8).8(8).8(8)
1,V2,4,11,28,56,90,130,179,230,289,363,1381,4.8(11).6(2).8(2).6(2).8(5)
