,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,12,24,56,76,134,140,224,232,366,1269,4.4.4.4.8(16).8(16)
1,V2,5,11,32,47,93,106,177,183,292,291,1238,4.4.4.4.8(9).8(9).8(9).8(9).8(15).8(15)
2,V3,4,16,32,62,68,126,148,246,240,354,1297,8(8).8(8).8(14).8(14).8(14).8(14)
