,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.2761,0.2761,"0, y, y",24 h,mm2,4
1,V2,4,0.0,0.25,0.5,"0, 1/4, 1/2",12 d,-4m2,8
2,V3,3,0.1841,0.1841,0.1841,"x, x, x",16 f,3m,6
