,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.1097,0.5548,0.0,"2y, y, z",6 e,m,2
1,V2,4,0.0547,0.5273,0.1575,"x, 2x, z",6 e,m,2
2,V3,3,0.0,0.3973,0.4341,"0, y, z",6 d,m,2
3,V4,4,0.0,0.4526,0.2863,"0, y, z",6 d,m,2
4,V5,3,0.1561,0.407,0.6177,"x, y, z",12 f,1,1
5,V6,3,0.0547,0.3774,0.5631,"x, y, z",12 f,1,1
6,V7,3,0.1918,0.4782,0.7558,"x, y, z",12 f,1,1
7,V8,3,0.1547,0.53,0.8612,"x, y, z",12 f,1,1
