,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,10,19,29,40,51,63,76,88,104,485,4.16(4).6.8.6.8
1,V2,3,5,12,23,32,45,53,69,90,112,445,3.8.8
2,V3,3,4,9,17,24,38,49,69,94,118,426,3.8.8
3,V4,3,6,9,12,19,32,53,76,96,118,425,6.8.8
