,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,5,7,10,15,22,32,47,69,96,307,4.20(3).20(24)
1,V2,3,4,6,10,14,20,30,44,64,88,284,4.4.20(24)
