,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,22,41,77,124,186,226,299,397,502,1883
1,V2,6,19,42,68,126,175,238,295,386,494,1850
