,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0322,0.0643,0.1229,"x, y, z",8 f,1,1
1,V2,3,0.2135,0.25,0.1231,"x, y, z",8 f,1,1
