,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0016,0.6242,0.75,"x, y, z",48 l,1,1
1,V2,4,0.0844,0.2102,0.8296,"x, y, z",48 l,1,1
