,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.3284,0.5642,0.1186,"x, y, z",16 n,1,1
1,V2,3,0.2679,0.4398,0.1533,"x, y, z",16 n,1,1
2,V3,3,0.2551,0.3258,0.2083,"x, y, z",16 n,1,1
3,V4,3,0.2047,0.5004,0.0849,"x, y, z",16 n,1,1
4,V5,3,0.0904,0.483,0.0306,"x, y, z",16 n,1,1
