,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,16,46,112,212,338,494,680,896,1142,3941
1,V2,8,30,84,170,284,428,602,806,1040,1304,4757
