,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,8,12,15,17,21,28,36,44,53,239,4.4.4.8.4.24
1,V2,4,7,9,13,19,23,25,30,41,55,227,4.4.4.4.4.24
