,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,24,26,90,70,200,136,354,224,552,1681
1,V2,6,9,54,47,138,98,270,179,450,275,1527
2,V3,12,14,48,44,144,104,276,176,444,278,1541
