,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.2,0.55,0.7,"x, 3/4-x, 1/2+x",32 e,3m,6
1,V2,12,0.5,0.5,0.5,"1/2, 1/2, 1/2",16 d,-3m,12
