,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.0,0.0,"0, 0, 0",3 a,222
1,E2,0.5,0.5,0.0,"1/2, 1/2, z",6 f,2
2,E3,0.25,0.25,0.8333,"x, x, 5/6",6 h,2
