,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,11,72,53,228,104,420,185,708,299,2093
1,V2,12,15,84,47,216,108,432,191,708,291,2105
2,V3,4,32,26,134,74,310,142,550,236,866,2375
