,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,8,18,37,56,78,106,137,171,214,830,3.8(2).4.8(2).4.8(2)
1,V2,4,10,21,36,54,77,107,142,177,215,844,4.8(2).4.8(2).6.8(2)
