,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,11,47,98,179,275,398,539,707,890,1103,4248
1,V2,14,44,104,176,278,398,542,704,896,1100,4257
