,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0,0.0,0.3004,"0, 0, z",4 k,mm2,4
1,V2,5,0.0,0.2843,0.0,"0, y, 0",4 i,mm2,4
