,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.5,0.5,0.4308,"1/2, 1/2, z",4 e,2
1,E2,0.4831,0.5739,0.5,"x, y, z",8 i,1
2,E3,0.3377,0.6023,0.3709,"x, y, z",8 i,1
3,E4,0.207,0.707,0.25,"x, 1/2+x, 1/4",4 f,2
4,E5,0.171,0.6118,0.2806,"x, y, z",8 i,1
5,E6,0.0,0.5,0.25,"0, 1/2, 1/4",2 c,222
