,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.1667,0.3333,0.25,"x, 1/2-x, 1/4",4 f,2,2
1,V2,4,0.0,0.0,0.5,"0, 0, 1/2",2 b,-4,4
