,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,20,14,68,40,166,73,288,125,446,1244
1,V2,9,8,42,26,120,56,219,98,375,152,1106
