,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,5,17,41,74,125,200,302,428,563,725,2481,5.5.5.5.5.5.5.5.5.*
1,V2,4,16,36,72,122,192,292,404,540,710,2389,5.5.5.5.5(2).5(2)
