,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.106,0.106,0.0918,"x, x, z",8 j,m,2
1,V2,4,0.039,0.3553,0.1851,"x, y, z",16 k,1,1
