,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.2406,0.4812,0.0,"x, 2x, 0",6 l,mm2
1,E2,0.1576,0.4812,0.0759,"x, y, z",24 r,1
2,E3,0.1191,0.4812,0.0,"x, y, 0",12 q,m
3,E4,0.0852,0.4812,0.25,"x, y, z",24 r,1
4,E5,0.0,0.4555,0.3483,"0, y, z",12 n,m
5,E6,0.0514,0.5257,0.3483,"2y, y, z",12 o,m
6,E7,0.0514,0.4812,0.5,"x, y, 1/2",12 q,m
