,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.4278,0.5722,0.0633,"x, 1-x, z",8 m,m
1,E2,0.3675,0.5622,0.0991,"x, y, z",16 n,1
2,E3,0.3037,0.4257,0.0477,"x, y, z",16 n,1
3,E4,0.151,0.651,0.3235,"x, 1/2+x, z",8 m,m
4,E5,0.25,0.25,0.0321,"1/4, 1/4, z",8 h,2
5,E6,0.2997,0.2003,0.0,"x, 1/2-x, 0",8 k,2
6,E7,0.2003,0.2003,0.0,"x, x, 0",8 k,2
7,E8,0.25,0.75,0.2821,"1/4, 3/4, z",4 g,mm2
8,E9,0.1797,0.75,0.25,"x, 3/4, 1/4",8 i,2
