,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.3448,0.6552,0.9166,"x, 1-x, 11/12",6 b,2
1,E2,0.4875,0.0,0.0,"x, 0, 0",6 a,2
2,E3,0.4406,0.4531,0.9497,"x, y, z",12 c,1
