,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,25,28,100,76,220,148,388,244,604,1838
1,V2,8,12,56,50,152,110,296,194,488,302,1669
