,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.3066,0.5,"0, y, 1/2",24 g,mm2
1,E2,0.0,0.3633,0.3633,"0, y, y",24 h,mm2
2,E3,0.04,0.25,0.46,"x, y, z",48 j,1
