,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,7,24,55,98,151,216,295,386,487,600,2320
1,V2,7,24,55,98,151,216,295,386,487,600,2320
