,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.2234,0.2234,"0, y, y",48 h,mm2
1,E2,0.0,0.1253,0.3747,"0, y, 1/2-y",48 i,mm2
2,E3,0.0,0.1691,0.2112,"0, y, z",96 j,m
3,E4,0.0,0.1179,0.1179,"0, y, y",48 h,mm2
4,E5,0.0,0.1325,0.2993,"0, y, z",96 j,m
5,E6,0.0394,0.0394,0.0789,"x, x, z",96 k,m
6,E7,0.0419,0.0419,0.3331,"x, x, z",96 k,m
