,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.0,0.0,0.4046,"0, 0, z",6 e,4mm,8
1,V2,4,0.0,0.1349,0.2697,"0, y, z",24 k,m,2
