,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,6,16,26,40,72,82,112,150,166,675,3.3.10(4).10(4).10(4).10(4)
1,V2,4,8,14,29,46,63,90,112,142,183,692,3.10(4).3.10(4).8.10(4)
