,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0708,0.625,0.125,"x, 5/8, 1/8",16 e,2
1,E2,0.0708,0.125,0.125,"x, 1/8, 1/8",16 e,2
2,E3,0.125,0.375,0.125,"1/8, 3/8, 1/8",16 d,-1
3,E4,0.125,0.625,0.0214,"1/8, 5/8, z",16 g,2
4,E5,0.125,0.125,0.0214,"1/8, 1/8, z",16 g,2
5,E6,0.0,0.5,0.0,"0, 1/2, 0",16 d,-1
6,E7,0.0708,0.375,0.875,"x, 3/8, 7/8",16 e,2
